id_leitura,datahora,cultura,umidade_solo,temperatura_ar,ph_solo,nitrogenio_n,fosforo_p,potassio_k,valor_ldr,produtividade_t_ha,volume_irrigacao_mm,origem
722,2026-01-16 06:30:00,Milho,62.7,32.4,7.24,47.5,85.7,57.9,3128,12.56,5.8,simulado
723,2026-01-16 07:00:00,Milho,66.5,28.6,6.51,21.0,14.2,24.6,2192,13.09,0.0,real
724,2026-01-16 07:30:00,Milho,54.5,25.6,6.97,38.8,92.8,44.9,2779,11.94,9.2,simulado
725,2026-01-16 08:00:00,Milho,66.9,22.3,6.88,30.9,86.2,68.2,2665,13.53,1.0,simulado
726,2026-01-16 08:30:00,Milho,33.0,34.0,6.04,66.3,48.7,37.8,1589,9.27,26.6,simulado
727,2026-01-16 09:00:00,Milho,61.1,24.3,6.97,57.4,36.1,47.4,2770,14.94,5.1,simulado
728,2026-01-16 09:30:00,Milho,40.2,29.7,5.34,80.0,60.3,59.5,696,11.51,20.9,simulado
729,2026-01-16 10:00:00,Milho,32.8,27.6,6.44,99.9,85.9,92.2,2096,11.41,23.3,simulado
730,2026-01-16 10:30:00,Milho,52.7,32.4,5.02,77.4,75.2,69.1,277,12.08,11.6,simulado
731,2026-01-16 11:00:00,Milho,99.8,23.2,4.2,29.0,29.3,46.8,0,5.06,1.0,simulado
732,2026-01-16 11:30:00,Milho,86.7,21.2,7.58,4.8,80.7,22.2,3558,5.78,0.6,simulado
733,2026-01-16 12:00:00,Milho,55.8,22.9,6.2,61.1,53.7,77.2,1791,14.57,9.6,simulado
734,2026-01-16 12:30:00,Milho,58.8,18.5,5.71,31.2,48.7,23.9,1159,11.87,5.0,simulado
735,2026-01-16 13:00:00,Milho,41.2,26.4,6.38,80.3,66.1,42.3,2019,11.61,15.1,simulado
736,2026-01-16 13:30:00,Milho,27.8,30.0,4.34,52.4,97.3,13.6,0,5.92,27.2,simulado
737,2026-01-16 14:00:00,Milho,63.1,26.2,6.55,48.2,36.2,65.5,2234,15.33,3.9,simulado
738,2026-01-16 14:30:00,Milho,66.5,31.7,7.72,33.7,62.5,52.9,3733,12.52,3.6,simulado
739,2026-01-16 15:00:00,Milho,45.0,26.7,5.05,64.2,24.1,65.6,317,9.64,15.8,simulado
740,2026-01-16 15:30:00,Milho,49.8,26.1,4.83,41.1,19.9,58.8,40,10.36,13.2,simulado
741,2026-01-16 16:00:00,Milho,29.4,26.6,4.77,14.5,66.6,100.0,0,6.82,25.6,simulado
742,2026-01-16 16:30:00,Milho,51.2,29.8,7.19,31.6,70.8,72.7,3063,10.56,11.0,simulado
743,2026-01-16 17:00:00,Milho,52.6,29.2,5.36,44.3,98.2,61.4,713,13.14,10.7,simulado
744,2026-01-16 17:30:00,Milho,18.6,34.9,5.81,33.3,72.1,40.2,1297,6.11,36.7,simulado
745,2026-01-16 18:00:00,Milho,68.1,26.1,6.21,52.4,25.9,61.8,1803,15.82,2.5,simulado
746,2026-01-16 18:30:00,Milho,56.3,24.0,5.56,20.2,65.3,47.5,978,11.83,7.0,simulado
747,2026-01-16 19:00:00,Milho,43.5,24.1,7.76,78.9,59.3,47.2,3789,9.57,13.6,simulado
748,2026-01-16 19:30:00,Milho,17.1,25.7,6.15,74.9,59.7,92.7,1730,9.76,34.2,simulado
749,2026-01-16 20:00:00,Milho,10.7,27.1,6.21,34.3,59.1,81.2,1803,8.72,37.5,simulado
750,2026-01-16 20:30:00,Milho,68.9,29.0,6.94,63.9,77.9,44.8,2740,14.33,1.5,simulado
751,2026-01-16 21:00:00,Milho,36.8,24.7,7.56,51.9,69.6,37.5,3533,8.32,19.1,simulado
752,2026-01-16 21:30:00,Milho,95.7,22.8,6.9,43.3,45.0,70.5,2683,8.3,0.0,simulado
753,2026-01-16 22:00:00,Milho,88.0,27.0,5.38,33.0,32.4,22.8,736,7.74,0.0,simulado
754,2026-01-16 22:30:00,Milho,87.5,28.0,6.7,49.0,17.4,50.2,2431,10.25,0.0,simulado
755,2026-01-16 23:00:00,Milho,48.3,27.5,6.79,49.9,95.3,78.3,2550,12.28,12.6,simulado
756,2026-01-16 23:30:00,Milho,29.5,23.3,5.25,57.7,75.0,51.2,576,8.18,23.1,simulado
757,2026-01-17 00:00:00,Milho,59.5,29.8,4.69,0.0,47.9,77.1,0,11.28,7.4,simulado
758,2026-01-17 00:30:00,Milho,84.2,30.2,4.88,76.1,44.0,36.1,105,9.52,1.3,simulado
759,2026-01-17 01:00:00,Milho,42.7,29.1,6.32,27.4,41.2,40.6,1947,12.62,18.3,simulado
760,2026-01-17 01:30:00,Milho,23.9,23.7,5.74,27.3,23.9,60.5,1203,8.41,26.3,simulado
761,2026-01-17 02:00:00,Milho,75.9,20.3,6.85,28.4,44.8,19.2,2623,10.86,1.3,simulado
762,2026-01-17 02:30:00,Milho,54.7,25.8,6.87,56.4,8.9,28.1,2647,12.52,9.1,simulado
763,2026-01-17 03:00:00,Milho,54.4,21.4,5.78,59.7,71.2,53.0,1254,15.05,8.3,simulado
764,2026-01-17 03:30:00,Milho,52.2,21.3,5.67,44.0,27.4,36.9,1108,11.24,11.4,simulado
765,2026-01-17 04:00:00,Milho,54.8,29.4,6.35,51.7,0.0,55.1,1979,13.43,10.8,simulado
766,2026-01-17 04:30:00,Milho,51.4,27.8,6.42,51.0,47.0,65.9,2074,13.36,9.8,simulado
767,2026-01-17 05:00:00,Milho,54.9,36.9,7.6,32.5,40.2,43.4,3585,9.15,10.4,simulado
768,2026-01-17 05:30:00,Milho,84.7,34.5,6.13,94.3,65.5,43.4,1703,12.1,0.0,simulado
769,2026-01-17 06:00:00,Milho,78.0,30.1,5.88,48.9,69.4,22.0,1383,13.34,0.9,simulado
770,2026-01-17 06:30:00,Milho,88.4,24.0,6.31,45.0,40.0,38.1,1926,9.88,1.9,simulado
771,2026-01-17 07:00:00,Milho,20.7,30.1,6.14,50.6,46.0,37.5,1716,9.39,34.0,simulado
772,2026-01-17 07:30:00,Milho,40.0,28.3,6.43,15.9,19.1,27.5,2085,8.59,19.8,real
773,2026-01-17 08:00:00,Milho,61.0,23.2,6.27,22.9,38.0,62.9,1876,14.25,2.0,simulado
774,2026-01-17 08:30:00,Milho,41.3,21.5,5.01,24.0,52.0,24.6,270,7.02,17.2,simulado
775,2026-01-17 09:00:00,Milho,63.7,32.5,5.74,48.7,0.1,44.1,1204,13.91,5.0,simulado
776,2026-01-17 09:30:00,Milho,54.0,24.0,6.41,12.0,8.0,10.7,2065,11.86,8.5,real
777,2026-01-17 10:00:00,Milho,63.0,13.9,6.56,49.2,69.7,81.0,2257,13.33,2.4,simulado
778,2026-01-17 10:30:00,Milho,49.6,22.1,5.57,10.7,0.0,61.0,982,9.59,11.6,simulado
779,2026-01-17 11:00:00,Milho,44.2,19.9,6.06,43.8,14.2,97.2,1617,10.84,12.8,simulado
780,2026-01-17 11:30:00,Milho,60.4,28.5,6.12,57.1,53.0,67.0,1688,14.59,7.6,simulado
781,2026-01-17 12:00:00,Milho,36.1,33.4,7.44,59.2,80.5,69.3,3380,7.2,24.3,simulado
782,2026-01-17 12:30:00,Milho,49.6,31.4,5.68,77.4,0.0,93.4,1128,12.83,14.7,simulado
783,2026-01-17 13:00:00,Milho,25.0,32.2,5.07,53.0,53.3,57.5,351,6.73,30.0,simulado
784,2026-01-17 13:30:00,Milho,29.9,28.4,6.9,84.0,61.8,34.6,2689,8.05,25.5,simulado
785,2026-01-17 14:00:00,Milho,41.9,38.0,5.45,75.5,56.0,50.2,833,8.42,22.3,simulado
786,2026-01-17 14:30:00,Milho,2.0,26.6,5.37,29.5,46.8,69.2,724,7.13,41.7,simulado
787,2026-01-17 15:00:00,Milho,54.2,29.0,6.49,62.5,41.3,86.4,2160,15.83,7.9,simulado
788,2026-01-17 15:30:00,Milho,61.4,32.3,6.04,78.2,0.0,16.3,1590,15.38,4.1,simulado
789,2026-01-17 16:00:00,Milho,62.3,31.9,5.92,46.6,23.0,48.6,1427,15.01,5.9,simulado
790,2026-01-17 16:30:00,Milho,75.4,27.4,6.49,31.9,34.3,58.5,2168,14.05,0.0,simulado
791,2026-01-17 17:00:00,Milho,37.5,28.7,6.78,100.0,20.1,25.9,2537,8.94,22.2,simulado
792,2026-01-17 17:30:00,Milho,45.1,24.9,7.04,58.7,57.6,78.8,2869,10.11,13.7,simulado
793,2026-01-17 18:00:00,Milho,74.5,21.5,6.62,51.7,9.0,42.5,2324,13.16,0.0,simulado
794,2026-01-17 18:30:00,Milho,32.2,16.2,7.99,50.9,69.4,0.0,4079,4.72,19.6,simulado
795,2026-01-17 19:00:00,Milho,46.4,17.1,5.06,71.2,74.4,0.0,330,7.69,10.3,simulado
796,2026-01-17 19:30:00,Milho,40.0,23.4,6.69,10.3,20.1,25.8,2419,7.62,17.0,real
797,2026-01-17 20:00:00,Milho,86.9,23.8,6.52,54.5,16.7,66.8,2202,10.22,0.0,simulado
798,2026-01-17 20:30:00,Milho,16.0,23.8,5.83,58.0,79.7,81.6,1321,8.13,31.6,simulado
799,2026-01-17 21:00:00,Milho,57.2,30.7,5.8,49.5,62.0,100.0,1281,15.77,7.2,simulado
800,2026-01-17 21:30:00,Milho,30.6,20.2,5.65,60.8,40.5,69.9,1093,8.39,21.5,simulado
801,2026-01-17 22:00:00,Milho,58.9,21.2,6.47,64.0,50.9,3.2,2134,13.96,6.8,simulado
802,2026-01-17 22:30:00,Milho,55.3,30.1,5.89,45.3,80.6,44.7,1390,13.04,9.3,simulado
803,2026-01-17 23:00:00,Milho,57.4,28.3,6.8,33.8,69.6,71.7,2558,14.54,7.7,simulado
804,2026-01-17 23:30:00,Milho,47.6,37.9,6.16,70.4,48.9,71.7,1744,12.14,19.3,simulado
805,2026-01-18 00:00:00,Milho,56.5,24.8,5.44,64.3,69.6,49.5,822,14.31,10.4,simulado
806,2026-01-18 00:30:00,Milho,50.9,14.1,5.36,56.2,18.5,48.6,721,9.36,8.0,simulado
807,2026-01-18 01:00:00,Milho,67.2,18.7,5.76,33.3,100.0,33.5,1225,13.83,0.0,simulado
808,2026-01-18 01:30:00,Milho,44.0,19.6,5.83,27.6,55.1,52.0,1314,9.58,13.0,simulado
809,2026-01-18 02:00:00,Milho,76.9,27.5,5.06,51.6,45.3,41.3,330,12.81,0.0,simulado
810,2026-01-18 02:30:00,Milho,76.7,25.8,5.58,0.0,73.2,63.9,996,11.9,0.0,simulado
811,2026-01-18 03:00:00,Milho,40.5,29.7,6.2,19.0,21.8,10.7,1792,7.89,19.3,real
812,2026-01-18 03:30:00,Milho,100.0,26.3,6.56,67.6,57.9,41.0,2249,10.33,2.9,simulado
813,2026-01-18 04:00:00,Milho,71.6,29.1,6.49,21.5,35.9,41.7,2168,13.13,1.8,simulado
814,2026-01-18 04:30:00,Milho,95.4,23.1,5.41,52.6,86.3,49.6,782,7.05,1.0,simulado
815,2026-01-18 05:00:00,Milho,45.3,24.4,6.56,67.8,45.7,77.0,2255,11.99,13.8,simulado
816,2026-01-18 05:30:00,Milho,82.4,25.5,5.01,92.3,88.3,46.9,272,12.11,0.0,simulado
817,2026-01-18 06:00:00,Milho,64.4,28.0,5.49,37.0,58.9,66.7,887,14.0,5.0,simulado
818,2026-01-18 06:30:00,Milho,26.8,23.7,5.65,84.5,8.9,64.6,1083,6.53,24.8,simulado
819,2026-01-18 07:00:00,Milho,35.0,26.2,6.71,56.5,37.2,37.7,2439,9.14,22.2,simulado
820,2026-01-18 07:30:00,Milho,8.0,35.2,4.95,56.6,75.4,64.9,195,5.57,46.7,simulado
821,2026-01-18 08:00:00,Milho,48.7,19.1,6.02,30.9,58.5,22.6,1567,9.97,9.4,simulado
822,2026-01-18 08:30:00,Milho,55.1,22.4,5.43,40.1,39.0,36.4,812,11.71,7.8,simulado
823,2026-01-18 09:00:00,Milho,55.5,26.2,7.68,38.9,0.0,35.3,3683,9.72,8.3,simulado
824,2026-01-18 09:30:00,Milho,8.2,22.2,5.04,29.2,37.0,59.7,309,5.65,37.4,simulado
825,2026-01-18 10:00:00,Milho,59.5,29.6,6.76,34.5,75.4,26.4,2508,14.65,6.5,simulado
826,2026-01-18 10:30:00,Milho,70.4,20.1,6.84,94.6,44.8,95.0,2612,14.56,0.0,simulado
827,2026-01-18 11:00:00,Milho,64.1,25.5,4.68,67.6,77.0,29.9,0,13.19,2.0,simulado
828,2026-01-18 11:30:00,Milho,53.9,22.5,5.96,28.2,91.1,63.9,1490,13.99,8.4,simulado
829,2026-01-18 12:00:00,Milho,35.4,26.4,7.66,61.4,46.7,45.9,3660,6.04,19.9,simulado
830,2026-01-18 12:30:00,Milho,52.7,20.6,4.87,91.1,64.6,85.6,90,11.62,9.0,simulado
831,2026-01-18 13:00:00,Milho,51.6,24.0,5.54,82.7,48.7,76.9,952,13.61,12.5,simulado
832,2026-01-18 13:30:00,Milho,69.2,28.2,5.45,0.0,60.6,87.5,831,11.92,0.3,simulado
833,2026-01-18 14:00:00,Milho,59.0,29.3,5.51,71.7,0.0,38.9,903,13.84,8.0,simulado
834,2026-01-18 14:30:00,Milho,24.6,27.9,4.77,45.8,59.2,81.1,0,6.32,27.1,simulado
835,2026-01-18 15:00:00,Milho,63.1,18.2,6.41,31.8,90.7,59.6,2064,14.51,1.2,simulado
836,2026-01-18 15:30:00,Milho,63.3,21.3,7.04,53.1,63.7,52.0,2861,13.16,2.2,simulado
837,2026-01-18 16:00:00,Milho,40.8,28.4,6.49,100.0,34.8,89.5,2166,11.76,17.3,simulado
838,2026-01-18 16:30:00,Milho,55.3,28.9,6.37,100.0,45.7,50.3,2013,15.6,8.2,simulado
839,2026-01-18 17:00:00,Milho,79.8,31.1,6.25,52.5,66.0,78.0,1853,13.91,0.0,simulado
840,2026-01-18 17:30:00,Milho,23.8,29.0,5.33,38.1,82.8,99.2,675,7.47,32.9,simulado
841,2026-01-18 18:00:00,Milho,9.4,35.0,8.5,34.3,63.3,68.9,4095,3.75,44.1,simulado
842,2026-01-18 18:30:00,Milho,59.5,23.1,7.38,52.4,20.3,49.2,3301,12.8,3.3,simulado
843,2026-01-18 19:00:00,Milho,48.5,14.6,7.61,64.0,24.2,32.8,3596,8.65,7.7,simulado
844,2026-01-18 19:30:00,Milho,71.3,24.6,6.54,40.8,61.2,42.5,2231,15.71,1.5,simulado
845,2026-01-18 20:00:00,Milho,74.3,17.2,5.32,25.6,80.8,61.6,659,10.51,0.0,simulado
846,2026-01-18 20:30:00,Milho,38.4,26.6,5.71,97.7,49.8,60.0,1167,11.2,20.2,simulado
847,2026-01-18 21:00:00,Milho,44.6,25.1,5.47,42.4,58.2,59.6,859,10.33,16.5,simulado
848,2026-01-18 21:30:00,Milho,67.2,30.6,5.96,81.8,59.6,67.1,1485,16.0,0.7,simulado
849,2026-01-18 22:00:00,Milho,68.6,19.7,5.5,52.0,56.0,93.0,890,13.26,0.9,simulado
850,2026-01-18 22:30:00,Milho,84.0,19.6,4.39,59.6,37.4,64.7,0,7.55,0.0,simulado
851,2026-01-18 23:00:00,Milho,47.0,27.2,6.4,59.7,62.7,87.3,2047,12.66,17.0,simulado
852,2026-01-18 23:30:00,Milho,50.5,22.2,5.52,65.3,69.6,33.9,923,11.87,10.1,simulado
853,2026-01-19 00:00:00,Milho,56.5,22.0,5.29,27.1,54.2,51.3,630,10.44,7.0,simulado
854,2026-01-19 00:30:00,Milho,32.3,25.8,8.34,46.0,73.8,63.9,4095,7.48,20.8,simulado
855,2026-01-19 01:00:00,Milho,100.0,29.1,5.56,67.5,46.6,37.9,974,8.87,0.0,simulado
856,2026-01-19 01:30:00,Milho,42.3,23.1,5.36,43.9,33.9,63.5,715,8.97,16.1,simulado
857,2026-01-19 02:00:00,Milho,59.3,31.7,6.88,72.4,38.0,26.1,2656,12.84,8.4,simulado
858,2026-01-19 02:30:00,Milho,53.7,29.9,7.75,72.1,8.8,61.0,3776,11.42,13.2,simulado
859,2026-01-19 03:00:00,Milho,30.9,27.8,6.23,68.1,93.0,45.3,1828,9.06,25.1,simulado
860,2026-01-19 03:30:00,Milho,56.2,19.0,6.01,24.1,62.8,15.0,1552,13.01,8.9,simulado
861,2026-01-19 04:00:00,Milho,46.8,21.6,7.52,60.2,58.4,49.6,3482,9.05,12.8,simulado
862,2026-01-19 04:30:00,Milho,32.5,26.1,6.15,91.5,39.7,33.5,1730,10.12,21.9,simulado
863,2026-01-19 05:00:00,Milho,60.9,26.7,5.8,63.4,13.2,99.3,1279,15.71,5.7,simulado
864,2026-01-19 05:30:00,Milho,39.6,30.9,7.48,58.8,50.3,43.8,3432,6.8,21.3,simulado
865,2026-01-19 06:00:00,Milho,52.7,15.2,5.49,69.0,55.8,50.0,879,11.77,5.8,simulado
866,2026-01-19 06:30:00,Milho,87.0,22.1,4.97,41.0,80.1,32.8,217,8.29,0.3,simulado
867,2026-01-19 07:00:00,Milho,70.4,23.5,7.42,64.4,44.0,46.6,3350,13.23,1.1,simulado
868,2026-01-19 07:30:00,Milho,70.4,27.9,6.98,65.0,85.3,97.9,2790,15.43,0.2,simulado
869,2026-01-19 08:00:00,Milho,64.9,37.7,6.07,57.3,50.8,70.3,1628,14.4,3.1,simulado
870,2026-01-19 08:30:00,Milho,46.8,27.6,6.55,16.2,69.9,13.5,2244,10.96,14.9,simulado
871,2026-01-19 09:00:00,Milho,19.0,26.0,5.48,48.7,95.2,68.8,870,8.59,31.1,simulado
872,2026-01-19 09:30:00,Milho,57.4,31.9,7.3,58.2,33.3,40.2,3203,12.7,8.8,simulado
873,2026-01-19 10:00:00,Milho,38.5,28.0,5.7,43.4,71.7,65.8,1145,9.69,20.4,simulado
874,2026-01-19 10:30:00,Milho,47.6,19.4,6.26,55.6,79.0,35.2,1869,12.04,11.7,simulado
875,2026-01-19 11:00:00,Milho,51.1,19.4,5.87,40.5,0.0,76.4,1363,11.58,11.7,simulado
876,2026-01-19 11:30:00,Milho,55.1,26.5,6.12,72.7,0.0,15.0,1683,13.39,8.6,simulado
877,2026-01-19 12:00:00,Milho,40.6,31.8,7.25,47.0,50.6,58.3,3138,8.39,18.7,simulado
878,2026-01-19 12:30:00,Milho,65.9,22.2,6.96,47.7,91.8,48.9,2768,14.15,4.5,simulado
879,2026-01-19 13:00:00,Milho,100.0,14.1,6.73,35.8,45.3,32.7,2468,6.58,1.9,simulado
880,2026-01-19 13:30:00,Milho,54.0,28.6,6.35,25.8,18.8,10.0,1987,12.55,10.2,real
881,2026-01-19 14:00:00,Milho,65.4,21.6,5.96,32.8,67.9,32.3,1489,13.75,3.9,simulado
882,2026-01-19 14:30:00,Milho,76.2,29.1,5.15,56.3,67.4,65.3,450,12.35,1.4,simulado
883,2026-01-19 15:00:00,Milho,34.0,25.7,5.67,54.3,64.2,56.8,1112,9.8,21.0,simulado
884,2026-01-19 15:30:00,Milho,62.6,25.6,4.63,44.5,71.8,67.8,0,13.37,6.2,simulado
885,2026-01-19 16:00:00,Milho,10.9,31.1,5.73,43.7,84.8,67.1,1188,7.83,39.5,simulado
886,2026-01-19 16:30:00,Milho,40.0,20.1,6.93,23.8,18.4,17.8,2722,6.98,16.1,real
887,2026-01-19 17:00:00,Milho,48.1,26.5,5.63,58.1,66.5,47.7,1066,11.29,12.3,simulado
888,2026-01-19 17:30:00,Milho,100.0,29.3,5.42,60.6,12.1,42.5,799,5.58,0.0,simulado
889,2026-01-19 18:00:00,Milho,54.0,21.6,6.47,16.0,30.8,26.0,2132,11.71,8.7,real
890,2026-01-19 18:30:00,Milho,2.3,21.9,5.78,24.8,57.9,44.1,1252,6.85,39.1,simulado
891,2026-01-19 19:00:00,Milho,76.9,30.7,6.25,37.2,33.5,31.2,1851,10.63,0.0,simulado
892,2026-01-19 19:30:00,Milho,47.3,24.4,5.44,26.3,70.3,2.2,819,10.23,13.3,simulado
893,2026-01-19 20:00:00,Milho,78.7,24.1,6.81,87.0,100.0,87.2,2573,14.68,0.9,simulado
894,2026-01-19 20:30:00,Milho,64.0,27.2,5.35,51.8,49.5,35.6,698,13.58,4.5,simulado
895,2026-01-19 21:00:00,Milho,29.7,32.8,5.6,77.7,64.4,79.2,1023,8.89,30.9,simulado
896,2026-01-19 21:30:00,Milho,44.2,33.9,5.49,40.3,67.6,21.8,879,9.31,19.7,simulado
897,2026-01-19 22:00:00,Milho,49.4,40.0,6.12,0.0,37.8,86.1,1694,10.05,17.9,simulado
898,2026-01-19 22:30:00,Milho,63.0,33.3,7.94,30.4,74.8,62.2,4017,12.09,4.4,simulado
899,2026-01-19 23:00:00,Milho,70.7,29.3,5.6,80.2,65.3,52.0,1017,15.64,0.0,simulado
900,2026-01-19 23:30:00,Milho,90.6,27.1,6.59,64.5,27.6,43.7,2288,11.17,0.9,simulado
901,2026-01-20 00:00:00,Milho,60.2,27.5,6.28,31.8,26.7,33.8,1890,14.15,5.1,simulado
902,2026-01-20 00:30:00,Milho,35.5,27.0,6.11,27.8,75.3,48.8,1672,8.95,22.7,simulado
903,2026-01-20 01:00:00,Milho,39.5,20.7,5.59,18.7,44.5,68.0,1004,8.52,15.9,simulado
904,2026-01-20 01:30:00,Milho,82.5,26.4,5.84,59.7,55.7,67.4,1326,12.85,0.3,simulado
905,2026-01-20 02:00:00,Milho,76.3,20.4,6.25,50.2,51.1,81.8,1853,14.1,3.9,simulado
906,2026-01-20 02:30:00,Milho,59.9,24.5,4.92,57.8,48.6,20.8,151,12.37,5.7,simulado
907,2026-01-20 03:00:00,Milho,74.1,32.3,4.8,67.3,78.4,47.7,0,13.04,0.4,simulado
908,2026-01-20 03:30:00,Milho,54.0,26.9,6.53,16.8,12.2,24.0,2216,11.72,10.9,real
909,2026-01-20 04:00:00,Milho,63.0,27.9,5.35,34.5,56.1,31.9,705,13.79,4.8,simulado
910,2026-01-20 04:30:00,Milho,39.0,25.1,6.76,51.1,15.1,27.7,2508,7.75,19.7,simulado
911,2026-01-20 05:00:00,Milho,34.9,26.6,5.05,56.9,18.0,79.5,323,8.22,21.1,simulado
912,2026-01-20 05:30:00,Milho,83.7,32.5,6.54,29.8,67.9,64.6,2222,10.56,0.0,simulado
913,2026-01-20 06:00:00,Milho,32.1,21.6,5.43,33.3,75.2,36.6,802,7.67,21.3,simulado
914,2026-01-20 06:30:00,Milho,92.5,28.3,6.34,32.9,0.0,35.7,1967,8.98,1.8,simulado
915,2026-01-20 07:00:00,Milho,84.2,17.1,6.72,74.2,79.9,46.4,2461,10.97,0.0,simulado
916,2026-01-20 07:30:00,Milho,75.5,17.0,6.4,59.0,91.8,58.2,2044,12.6,0.7,simulado
917,2026-01-20 08:00:00,Milho,40.4,15.0,5.97,81.4,28.9,43.9,1494,10.24,14.5,simulado
918,2026-01-20 08:30:00,Milho,49.9,28.1,5.56,32.4,78.7,31.1,973,12.18,10.8,simulado
919,2026-01-20 09:00:00,Milho,73.4,20.7,7.11,59.8,56.7,99.8,2961,13.15,0.0,simulado
920,2026-01-20 09:30:00,Milho,69.6,32.6,5.22,41.7,68.0,65.4,536,12.34,1.5,simulado
921,2026-01-20 10:00:00,Milho,25.8,26.5,5.13,55.7,69.4,40.1,422,6.89,27.9,simulado
922,2026-01-20 10:30:00,Milho,45.7,24.4,5.49,28.9,65.5,36.9,878,9.27,15.4,simulado
923,2026-01-20 11:00:00,Milho,63.5,25.9,6.37,18.9,12.4,20.6,2003,13.5,3.7,real
924,2026-01-20 11:30:00,Milho,64.0,22.3,6.23,18.6,0.0,45.2,1833,13.41,2.8,simulado
925,2026-01-20 12:00:00,Milho,10.5,29.4,6.32,22.0,15.5,20.0,1945,7.56,41.0,real
926,2026-01-20 12:30:00,Milho,82.3,24.5,6.58,50.2,61.4,59.5,2272,11.81,0.0,simulado
927,2026-01-20 13:00:00,Milho,58.3,22.5,6.25,17.4,35.9,47.3,1854,13.17,8.4,simulado
928,2026-01-20 13:30:00,Milho,53.9,26.9,5.31,98.6,59.7,78.9,653,13.58,8.1,simulado
929,2026-01-20 14:00:00,Milho,68.2,12.2,6.61,4.7,45.9,64.2,2314,12.45,0.0,simulado
930,2026-01-20 14:30:00,Milho,96.0,21.9,5.96,76.9,46.5,50.4,1488,9.09,0.0,simulado
931,2026-01-20 15:00:00,Milho,82.5,23.7,6.28,69.9,50.4,15.4,1898,12.11,0.0,simulado
932,2026-01-20 15:30:00,Milho,98.1,20.2,8.09,28.0,13.3,81.4,4095,4.56,0.0,simulado
933,2026-01-20 16:00:00,Milho,72.5,32.0,5.87,56.6,100.0,70.8,1374,14.88,0.0,simulado
934,2026-01-20 16:30:00,Milho,4.0,25.0,6.38,47.2,12.9,71.1,2023,8.06,38.9,simulado
935,2026-01-20 17:00:00,Milho,60.6,29.3,6.66,68.7,32.9,51.2,2384,15.1,7.3,simulado
936,2026-01-20 17:30:00,Milho,65.7,33.9,6.19,20.6,29.7,39.9,1773,13.51,2.0,simulado
937,2026-01-20 18:00:00,Milho,43.1,28.3,5.8,35.9,16.8,31.4,1279,9.82,15.3,simulado
938,2026-01-20 18:30:00,Milho,72.5,25.2,5.76,66.7,53.9,78.3,1223,14.39,0.0,simulado
939,2026-01-20 19:00:00,Milho,10.5,23.5,6.33,17.5,24.4,21.9,1960,6.85,34.9,real
940,2026-01-20 19:30:00,Milho,52.1,23.5,5.98,72.2,47.6,70.0,1504,12.13,11.8,simulado
941,2026-01-20 20:00:00,Milho,33.7,31.2,5.52,33.9,67.4,76.6,924,7.2,25.9,simulado
942,2026-01-20 20:30:00,Milho,46.0,27.8,6.97,32.3,88.8,47.8,2770,11.11,16.0,simulado
943,2026-01-20 21:00:00,Milho,66.3,19.3,6.42,57.6,34.5,56.0,2076,13.89,0.0,simulado
944,2026-01-20 21:30:00,Milho,64.7,24.4,4.73,43.4,99.1,45.1,0,13.17,1.7,simulado
945,2026-01-20 22:00:00,Milho,50.5,26.1,6.72,6.8,17.2,19.6,2451,9.43,9.9,simulado
946,2026-01-20 22:30:00,Milho,64.8,28.8,6.72,26.4,82.9,50.7,2454,14.93,5.4,simulado
947,2026-01-20 23:00:00,Milho,49.8,17.3,5.22,41.8,52.6,60.8,535,9.82,8.6,simulado
948,2026-01-20 23:30:00,Milho,62.5,22.3,5.58,0.0,30.7,41.2,1003,13.23,6.2,simulado
949,2026-01-21 00:00:00,Milho,63.6,31.4,8.1,54.9,42.2,43.4,4095,12.04,5.2,simulado
950,2026-01-21 00:30:00,Milho,41.3,27.0,6.21,31.3,100.0,100.0,1805,10.97,17.8,simulado
951,2026-01-21 01:00:00,Milho,53.1,30.2,6.49,57.5,66.5,36.3,2163,13.99,10.4,simulado
952,2026-01-21 01:30:00,Milho,49.6,26.8,4.87,58.1,64.8,30.7,86,10.14,13.0,simulado
953,2026-01-21 02:00:00,Milho,5.5,22.8,5.54,46.3,12.2,40.7,945,6.32,36.9,simulado
954,2026-01-21 02:30:00,Milho,56.1,22.8,6.34,63.3,98.1,61.5,1975,14.92,7.8,simulado
955,2026-01-21 03:00:00,Milho,63.6,27.3,6.54,12.8,43.0,23.3,2226,14.65,3.9,simulado
956,2026-01-21 03:30:00,Milho,46.3,21.9,5.82,31.7,35.7,11.2,1306,9.15,13.8,simulado
957,2026-01-21 04:00:00,Milho,90.6,23.4,6.06,66.1,100.0,0.0,1606,9.96,0.0,simulado
958,2026-01-21 04:30:00,Milho,88.4,23.4,8.29,23.8,37.6,81.2,4095,7.48,0.0,simulado
959,2026-01-21 05:00:00,Milho,83.1,26.4,4.86,54.7,100.0,77.5,70,10.11,0.0,simulado
960,2026-01-21 05:30:00,Milho,57.9,19.1,6.49,52.5,78.2,41.8,2160,13.57,6.2,simulado
961,2026-01-21 06:00:00,Milho,57.4,29.5,6.11,38.0,59.3,54.9,1681,15.06,7.5,simulado
962,2026-01-21 06:30:00,Milho,63.3,23.8,6.07,39.2,24.7,45.6,1622,15.42,2.0,simulado
